"","Player","TotalRuns","Total4s","Total6s","TotalBoundaries","RunsFrom4s","RunsFrom6s","RunsFromBoundaries","PropFrom4s","PropFrom6s","PropFromBoundaries"
"1","A Bacher (SA)",679,49,0,49,196,0,196,0.288659793814433,0,0.288659793814433
"2","A Balbirnie (IRE)",0,0,0,0,0,0,0,NA,NA,NA
"3","A Brown (ENG)",3,0,0,0,0,0,0,0,0,0
"4","A Chopra (INDIA)",437,49,0,49,196,0,196,0.448512585812357,0,0.448512585812357
"5","A Coningham (AUS)",13,0,0,0,0,0,0,0,0,0
"6","A Cotter (AUS)",461,30,5,35,120,30,150,0.260303687635575,0.0650759219088937,0.325379609544469
"7","A Coxon (ENG)",19,0,0,0,0,0,0,0,0,0
"8","A D'Souza (PAK)",76,1,0,1,4,0,4,0.0526315789473684,0,0.0526315789473684
"9","A Dananjaya (SL)",88,11,0,11,44,0,44,0.5,0,0.5
"10","A Dolphin (ENG)",1,0,0,0,0,0,0,0,0,0
"11","A Ducat (ENG)",5,0,0,0,0,0,0,0,0,0
"12","A Fielder (ENG)",78,3,0,3,12,0,12,0.153846153846154,0,0.153846153846154
"13","A Flintoff (ENG)",3795,511,78,589,2044,468,2512,0.538603425559947,0.123320158102767,0.661923583662714
"14","A Flintoff (ICC)",50,2,4,6,8,24,32,0.16,0.48,0.64
"15","A Flower (ZIM)",4794,543,20,563,2172,120,2292,0.453066332916145,0.0250312891113892,0.478097622027534
"16","A Gandotra (INDIA)",54,0,0,0,0,0,0,0,0,0
"17","A Greenwood (ENG)",77,0,0,0,0,0,0,0,0,0
"18","A Habib (ENG)",26,4,0,4,16,0,16,0.615384615384615,0,0.615384615384615
"19","A Hearne (ENG)",9,0,0,0,0,0,0,0,0,0
"20","A Hill (ENG)",101,3,0,3,12,0,12,0.118811881188119,0,0.118811881188119
"21","A Hurwood (AUS)",5,0,0,0,0,0,0,0,0,0
"22","A Jackson (AUS)",474,29,0,29,116,0,116,0.244725738396624,0,0.244725738396624
"23","A Jadeja (INDIA)",576,62,3,65,248,18,266,0.430555555555556,0.03125,0.461805555555556
"24","A Kumble (INDIA)",2506,302,9,311,1208,54,1262,0.482043096568236,0.0215482841181165,0.503591380686353
"25","A Kuruvilla (INDIA)",66,0,4,4,0,24,24,0,0.363636363636364,0.363636363636364
"26","A Lyth (ENG)",265,40,1,41,160,6,166,0.60377358490566,0.0226415094339623,0.626415094339623
"27","A Maregwede (ZIM)",74,10,2,12,40,12,52,0.540540540540541,0.162162162162162,0.702702702702703
"28","A McGrath (ENG)",201,27,1,28,108,6,114,0.537313432835821,0.0298507462686567,0.567164179104478
"29","A Melville (SA)",894,71,1,72,284,6,290,0.317673378076063,0.00671140939597315,0.324384787472036
"30","A Mishra (INDIA)",648,79,3,82,316,18,334,0.487654320987654,0.0277777777777778,0.515432098765432
"31","A Mitchell (ENG)",298,0,0,0,0,0,0,0,0,0
"32","A Mithun (INDIA)",120,16,0,16,64,0,64,0.533333333333333,0,0.533333333333333
"33","A Mukund (INDIA)",320,32,1,33,128,6,134,0.4,0.01875,0.41875
"34","A Nehra (INDIA)",77,8,3,11,32,18,50,0.415584415584416,0.233766233766234,0.649350649350649
"35","A Nel (SA)",337,40,5,45,160,30,190,0.474777448071217,0.0890207715133531,0.56379821958457
"36","A Ranatunga (SL)",5059,547,39,586,2188,234,2422,0.432496540818344,0.0462542004348686,0.478750741253212
"37","A Ratra (INDIA)",163,14,0,14,56,0,56,0.343558282208589,0,0.343558282208589
"38","A Rose-Innes (SA)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"39","A Sandham (ENG)",875,37,0,37,148,0,148,0.169142857142857,0,0.169142857142857
"40","A Sanford (WI)",72,7,2,9,28,12,40,0.388888888888889,0.166666666666667,0.555555555555556
"41","A Shahzad (ENG)",5,1,0,1,4,0,4,0.8,0,0.8
"42","A Shaw (ENG)",111,7,0,7,28,0,28,0.252252252252252,0,0.252252252252252
"43","A Shrewsbury snr (ENG)",1277,90,0,90,360,0,360,0.281910728269381,0,0.281910728269381
"44","A Sidebottom (ENG)",2,0,0,0,0,0,0,0,0,0
"45","A Symonds (AUS)",1462,154,28,182,616,168,784,0.421340629274966,0.114911080711354,0.53625170998632
"46","A Turner (AUS)",768,79,2,81,316,12,328,0.411458333333333,0.015625,0.427083333333333
"47","A Waddington (ENG)",16,1,0,1,4,0,4,0.25,0,0.25
"48","A Ward (ENG)",527,37,1,38,148,6,154,0.280834914611006,0.0113851992409867,0.292220113851992
"49","A Warren (ENG)",7,0,0,0,0,0,0,0,0,0
"50","A Wharton (ENG)",20,0,0,0,0,0,0,0,0,0
"51","A Wood (ENG)",80,8,0,8,32,0,32,0.4,0,0.4
"52","AA Baig (INDIA)",428,24,0,24,96,0,96,0.224299065420561,0,0.224299065420561
"53","AA Donald (SA)",652,66,0,66,264,0,264,0.404907975460123,0,0.404907975460123
"54","AA Mailey (AUS)",218,15,0,15,60,0,60,0.275229357798165,0,0.275229357798165
"55","AA Mallett (AUS)",430,40,0,40,160,0,160,0.372093023255814,0,0.372093023255814
"56","Aamer Malik (PAK)",565,66,2,68,264,12,276,0.467256637168142,0.0212389380530973,0.488495575221239
"57","Aamer Nazir (PAK)",31,4,0,4,16,0,16,0.516129032258065,0,0.516129032258065
"58","Aamer Sohail (PAK)",2685,354,8,362,1416,48,1464,0.527374301675978,0.017877094972067,0.545251396648045
"59","Aaqib Javed (PAK)",101,11,0,11,44,0,44,0.435643564356436,0,0.435643564356436
"60","AB Agarkar (INDIA)",571,83,3,86,332,18,350,0.581436077057793,0.031523642732049,0.612959719789842
"61","AB Barath (WI)",657,93,5,98,372,30,402,0.5662100456621,0.045662100456621,0.611872146118721
"62","AB de Villiers (SA)",8765,1024,64,1088,4096,384,4480,0.467313177410154,0.0438106103822019,0.511123787792356
"63","AB Fudadin (WI)",122,15,0,15,60,0,60,0.491803278688525,0,0.491803278688525
"64","AB McDonald (AUS)",107,11,0,11,44,0,44,0.411214953271028,0,0.411214953271028
"65","AB Tancred (SA)",87,8,0,8,32,0,32,0.367816091954023,0,0.367816091954023
"66","AB Williams (WI)",469,43,0,43,172,0,172,0.366737739872068,0,0.366737739872068
"67","Abdul Kadir (PAK)",272,21,0,21,84,0,84,0.308823529411765,0,0.308823529411765
"68","Abdul Qadir (PAK)",1029,99,16,115,396,96,492,0.384839650145773,0.0932944606413994,0.478134110787172
"69","Abdul Razzaq (PAK)",1946,230,23,253,920,138,1058,0.472764645426516,0.0709146968139774,0.543679342240493
"70","Abdur Rauf (PAK)",52,4,0,4,16,0,16,0.307692307692308,0,0.307692307692308
"71","Abdur Razzak (BDESH)",248,30,6,36,120,36,156,0.483870967741935,0.145161290322581,0.629032258064516
"72","Abdur Rehman (PAK)",395,47,9,56,188,54,242,0.475949367088608,0.136708860759494,0.612658227848101
"73","Abu Jayed (BDESH)",2,0,0,0,0,0,0,0,0,0
"74","Abul Hasan (BDESH)",165,17,5,22,68,30,98,0.412121212121212,0.181818181818182,0.593939393939394
"75","AC Agar (AUS)",195,24,3,27,96,18,114,0.492307692307692,0.0923076923076923,0.584615384615385
"76","AC Bannerman (AUS)",1108,80,1,81,320,6,326,0.288808664259928,0.00541516245487365,0.294223826714801
"77","AC Cummins (WI)",98,9,0,9,36,0,36,0.36734693877551,0,0.36734693877551
"78","AC Dale (AUS)",6,0,0,0,0,0,0,0,0,0
"79","AC Dawson (SA)",10,1,0,1,4,0,4,0.4,0,0.4
"80","AC Gilchrist (AUS)",5570,677,100,777,2708,600,3308,0.486175942549372,0.107719928186715,0.593895870736086
"81","AC Hudson (SA)",2007,254,5,259,1016,30,1046,0.506228201295466,0.0149476831091181,0.521175884404584
"82","AC MacLaren (ENG)",1931,148,0,148,592,0,592,0.306576903158985,0,0.306576903158985
"83","AC Parore (NZ)",2773,309,9,318,1236,54,1290,0.445726649837721,0.0194734944103859,0.465200144248107
"84","AC Smith (ENG)",118,15,0,15,60,0,60,0.508474576271186,0,0.508474576271186
"85","AC Voges (AUS)",1485,186,5,191,744,30,774,0.501010101010101,0.0202020202020202,0.521212121212121
"86","AC Waller (ZIM)",69,6,2,8,24,12,36,0.347826086956522,0.173913043478261,0.521739130434783
"87","ACB Langton (SA)",298,0,4,4,0,24,24,0,0.0805369127516778,0.0805369127516778
"88","ACI Lock (ZIM)",8,2,0,2,8,0,8,1,0,1
"89","ACS Pigott (ENG)",12,1,0,1,4,0,4,0.333333333333333,0,0.333333333333333
"90","AD Gaekwad (INDIA)",1985,109,0,109,436,0,436,0.219647355163728,0,0.219647355163728
"91","AD Hales (ENG)",573,77,3,80,308,18,326,0.537521815008726,0.031413612565445,0.568935427574171
"92","AD Mathews (SL)",5073,556,54,610,2224,324,2548,0.438399369209541,0.0638675340035482,0.502266903213089
"93","AD Mullally (ENG)",127,18,2,20,72,12,84,0.566929133858268,0.094488188976378,0.661417322834646
"94","AD Nourse (SA)",2960,158,6,164,632,36,668,0.213513513513514,0.0121621621621622,0.225675675675676
"95","AD Ogilvie (AUS)",178,17,0,17,68,0,68,0.382022471910112,0,0.382022471910112
"96","AD Pougher (ENG)",17,0,0,0,0,0,0,0,0,0
"97","AD Russell (WI)",2,0,0,0,0,0,0,0,0,0
"98","ADG Matthews (ENG)",2,0,0,0,0,0,0,0,0,0
"99","ADG Roberts (NZ)",254,14,1,15,56,6,62,0.220472440944882,0.0236220472440945,0.244094488188976
"100","Adnan Akmal (PAK)",591,73,0,73,292,0,292,0.494077834179357,0,0.494077834179357
"101","ADR Campbell (ZIM)",2858,355,4,359,1420,24,1444,0.496850944716585,0.00839748075577327,0.505248425472358
"102","AE Dick (NZ)",370,29,0,29,116,0,116,0.313513513513514,0,0.313513513513514
"103","AE Dipper (ENG)",51,3,0,3,12,0,12,0.235294117647059,0,0.235294117647059
"104","AE Fagg (ENG)",150,1,0,1,4,0,4,0.0266666666666667,0,0.0266666666666667
"105","AE Greenidge (WI)",222,21,1,22,84,6,90,0.378378378378378,0.027027027027027,0.405405405405405
"106","AE Hall (SA)",11,0,0,0,0,0,0,0,0,0
"107","AE Knight (ENG)",81,7,0,7,28,0,28,0.345679012345679,0,0.345679012345679
"108","AE Moss (ENG)",61,1,1,2,4,6,10,0.0655737704918033,0.0983606557377049,0.163934426229508
"109","AE Ochse (SA)",16,1,0,1,4,0,4,0.25,0,0.25
"110","AE Relf (ENG)",416,28,0,28,112,0,112,0.269230769230769,0,0.269230769230769
"111","AE Stoddart (ENG)",996,58,5,63,232,30,262,0.232931726907631,0.0301204819277108,0.263052208835341
"112","AE Trott (AUS)",205,22,1,23,88,6,94,0.429268292682927,0.0292682926829268,0.458536585365854
"113","AE Trott (ENG)",23,0,0,0,0,0,0,0,0,0
"114","AEE Vogler (SA)",340,15,6,21,60,36,96,0.176470588235294,0.105882352941176,0.282352941176471
"115","AER Gilligan (ENG)",205,8,1,9,32,6,38,0.15609756097561,0.0292682926829268,0.185365853658537
"116","AEV Hartkopf (AUS)",80,8,0,8,32,0,32,0.4,0,0.4
"117","AF Giles (ENG)",1421,175,5,180,700,30,730,0.492610837438424,0.0211118930330753,0.513722730471499
"118","AF Kippax (AUS)",1192,97,1,98,388,6,394,0.325503355704698,0.00503355704697987,0.330536912751678
"119","AF Lissette (NZ)",2,0,0,0,0,0,0,0,0,0
"120","AF Rae (WI)",1016,58,4,62,232,24,256,0.228346456692913,0.0236220472440945,0.251968503937008
"121","AFA Lilley (ENG)",903,35,0,35,140,0,140,0.155038759689922,0,0.155038759689922
"122","Afaq Hussain (PAK)",66,8,0,8,32,0,32,0.484848484848485,0,0.484848484848485
"123","AFG Griffith (WI)",638,65,1,66,260,6,266,0.407523510971787,0.00940438871473354,0.41692789968652
"124","Afsar Zazai (AFG)",7,1,0,1,4,0,4,0.571428571428571,0,0.571428571428571
"125","Aftab Ahmed (BDESH)",582,78,3,81,312,18,330,0.536082474226804,0.0309278350515464,0.56701030927835
"126","Aftab Baloch (PAK)",97,3,0,3,12,0,12,0.123711340206186,0,0.123711340206186
"127","Aftab Gul (PAK)",182,16,0,16,64,0,64,0.351648351648352,0,0.351648351648352
"128","AG Archer (ENG)",31,0,0,0,0,0,0,0,0,0
"129","AG Barrett (WI)",40,1,0,1,4,0,4,0.1,0,0.1
"130","AG Chipperfield (AUS)",552,32,0,32,128,0,128,0.231884057971014,0,0.231884057971014
"131","AG Cremer (ZIM)",540,47,2,49,188,12,200,0.348148148148148,0.0222222222222222,0.37037037037037
"132","AG Fairfax (AUS)",410,17,1,18,68,6,74,0.165853658536585,0.0146341463414634,0.180487804878049
"133","AG Ganteaume (WI)",112,13,0,13,52,0,52,0.464285714285714,0,0.464285714285714
"134","AG Huckle (ZIM)",74,10,0,10,40,0,40,0.540540540540541,0,0.540540540540541
"135","AG Hurst (AUS)",102,10,1,11,40,6,46,0.392156862745098,0.0588235294117647,0.450980392156863
"136","AG Kripal Singh (INDIA)",422,6,0,6,24,0,24,0.0568720379146919,0,0.0568720379146919
"137","AG Milkha Singh (INDIA)",92,0,0,0,0,0,0,0,0,0
"138","AG Prince (SA)",3665,397,13,410,1588,78,1666,0.433287858117326,0.0212824010914052,0.454570259208731
"139","AG Steel (ENG)",600,51,0,51,204,0,204,0.34,0,0.34
"140","AGD Wickremasinghe (SL)",17,2,0,2,8,0,8,0.470588235294118,0,0.470588235294118
"141","Agha Saadat Ali (PAK)",8,0,0,0,0,0,0,0,0,0
"142","Agha Zahid (PAK)",15,0,0,0,0,0,0,0,0,0
"143","AH Bakewell (ENG)",409,4,1,5,16,6,22,0.039119804400978,0.0146699266503667,0.0537897310513447
"144","AH Gray (WI)",48,5,0,5,20,0,20,0.416666666666667,0,0.416666666666667
"145","AH Jarvis (AUS)",303,12,0,12,48,0,48,0.158415841584158,0,0.158415841584158
"146","AH Jones (NZ)",2922,245,8,253,980,48,1028,0.335386721423682,0.0164271047227926,0.351813826146475
"147","AH Kardar (INDIA)",80,0,0,0,0,0,0,0,0,0
"148","AH Kardar (PAK)",847,7,2,9,28,12,40,0.0330578512396694,0.0141676505312869,0.0472255017709563
"149","AH McKinnon (SA)",107,9,1,10,36,6,42,0.336448598130841,0.0560747663551402,0.392523364485981
"150","AH Omarshah (ZIM)",122,13,1,14,52,6,58,0.426229508196721,0.0491803278688525,0.475409836065574
"151","AHC Cooper (SA)",6,0,0,0,0,0,0,0,0,0
"152","AHH Gilligan (ENG)",71,0,0,0,0,0,0,0,0,0
"153","Ahmed Shehzad (PAK)",982,99,8,107,396,48,444,0.403258655804481,0.0488798370672098,0.45213849287169
"154","AHP Scott (WI)",5,0,0,0,0,0,0,0,0,0
"155","AI Kallicharran (WI)",4445,474,12,486,1896,72,1968,0.426546681664792,0.0161979752530934,0.442744656917885
"156","AI Taylor (SA)",18,0,0,0,0,0,0,0,0,0
"157","AIC Dodemaide (AUS)",202,14,0,14,56,0,56,0.277227722772277,0,0.277227722772277
"158","Aizaz Cheema (PAK)",1,0,0,0,0,0,0,0,0,0
"159","AJ Bell (SA)",69,0,0,0,0,0,0,0,0,0
"160","AJ Bichel (AUS)",355,51,2,53,204,12,216,0.574647887323944,0.0338028169014084,0.608450704225352
"161","AJ Doolan (AUS)",191,26,1,27,104,6,110,0.544502617801047,0.031413612565445,0.575916230366492
"162","AJ Evans (ENG)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"163","AJ Fothergill (ENG)",33,3,1,4,12,6,18,0.363636363636364,0.181818181818182,0.545454545454545
"164","AJ Hall (SA)",760,96,4,100,384,24,408,0.505263157894737,0.0315789473684211,0.536842105263158
"165","AJ Hollioake (ENG)",65,7,1,8,28,6,34,0.430769230769231,0.0923076923076923,0.523076923076923
"166","AJ Lamb (ENG)",4748,628,21,649,2512,126,2638,0.529064869418703,0.0265374894692502,0.555602358887953
"167","AJ McKay (NZ)",25,3,0,3,12,0,12,0.48,0,0.48
"168","AJ Pithey (SA)",819,67,2,69,268,12,280,0.327228327228327,0.0146520146520147,0.341880341880342
"169","AJ Pycroft (ZIM)",106,11,0,11,44,0,44,0.415094339622642,0,0.415094339622642
"170","AJ Redmond (NZ)",325,46,2,48,184,12,196,0.566153846153846,0.0369230769230769,0.603076923076923
"171","AJ Richardson (AUS)",399,33,0,33,132,0,132,0.330827067669173,0,0.330827067669173
"172","AJ Stewart (ENG)",8417,1113,10,1123,4452,60,4512,0.52892954734466,0.00712843055720566,0.536057977901865
"173","AJ Strauss (ENG)",7037,867,10,877,3468,60,3528,0.492823646440244,0.00852636066505613,0.501350007105301
"174","AJ Traicos (SA)",8,0,0,0,0,0,0,0,0,0
"175","AJ Traicos (ZIM)",11,2,0,2,8,0,8,0.727272727272727,0,0.727272727272727
"176","AJ Tudor (ENG)",229,39,0,39,156,0,156,0.681222707423581,0,0.681222707423581
"177","AJ Watkins (ENG)",810,17,0,17,68,0,68,0.0839506172839506,0,0.0839506172839506
"178","AJ Webbe (ENG)",4,0,0,0,0,0,0,0,0,0
"179","AJ Woodcock (AUS)",27,4,0,4,16,0,16,0.592592592592593,0,0.592592592592593
"180","AJL Hill (ENG)",251,0,0,0,0,0,0,0,0,0
"181","AJW McIntyre (ENG)",19,2,0,2,8,0,8,0.421052631578947,0,0.421052631578947
"182","AJY Hopkins (AUS)",509,23,3,26,92,18,110,0.180746561886051,0.0353634577603143,0.216110019646365
"183","AK Davidson (AUS)",1328,91,8,99,364,48,412,0.274096385542169,0.036144578313253,0.310240963855422
"184","AK Kuruppuarachchi (SL)",0,0,0,0,0,0,0,NA,NA,NA
"185","AK Markram (SA)",1040,138,5,143,552,30,582,0.530769230769231,0.0288461538461538,0.559615384615385
"186","AK Roy (INDIA)",91,10,0,10,40,0,40,0.43956043956044,0,0.43956043956044
"187","AK Sengupta (INDIA)",9,0,0,0,0,0,0,0,0,0
"188","AK Sharma (INDIA)",53,8,0,8,32,0,32,0.60377358490566,0,0.60377358490566
"189","Akram Khan (BDESH)",259,29,3,32,116,18,134,0.447876447876448,0.0694980694980695,0.517374517374517
"190","Akram Raza (PAK)",153,18,0,18,72,0,72,0.470588235294118,0,0.470588235294118
"191","Al-Amin Hossain (BDESH)",68,6,5,11,24,30,54,0.352941176470588,0.441176470588235,0.794117647058823
"192","AL Apte (INDIA)",15,0,0,0,0,0,0,0,0,0
"193","AL Hassett (AUS)",3073,240,8,248,960,48,1008,0.312398307842499,0.015619915392125,0.328018223234624
"194","AL Logie (WI)",2562,318,10,328,1272,60,1332,0.496487119437939,0.0234192037470726,0.519906323185012
"195","AL Mann (AUS)",189,16,1,17,64,6,70,0.338624338624339,0.0317460317460317,0.37037037037037
"196","AL Ochse (SA)",7,0,0,0,0,0,0,0,0,0
"197","AL Padmore (WI)",8,0,0,0,0,0,0,0,0,0
"198","AL Phehlukwayo (SA)",19,3,0,3,12,0,12,0.631578947368421,0,0.631578947368421
"199","Al Sahariar (BDESH)",683,99,4,103,396,24,420,0.579795021961933,0.0351390922401171,0.61493411420205
"200","AL Thomson (AUS)",22,2,0,2,8,0,8,0.363636363636364,0,0.363636363636364
"201","AL Valentine (WI)",141,4,3,7,16,18,34,0.113475177304965,0.127659574468085,0.24113475177305
"202","AL Wadekar (INDIA)",2113,217,2,219,868,12,880,0.41079034548036,0.0056791292001893,0.416469474680549
"203","Alamgir Kabir (BDESH)",8,1,0,1,4,0,4,0.5,0,0.5
"204","ALF de Mel (SL)",326,17,3,20,68,18,86,0.208588957055215,0.0552147239263804,0.263803680981595
"205","Ali Naqvi (PAK)",242,31,0,31,124,0,124,0.512396694214876,0,0.512396694214876
"206","Alimuddin (PAK)",1091,52,0,52,208,0,208,0.190650779101742,0,0.190650779101742
"207","Alok Kapali (BDESH)",584,80,3,83,320,18,338,0.547945205479452,0.0308219178082192,0.578767123287671
"208","AM Bacher (SA)",787,99,3,102,396,18,414,0.503176620076239,0.0228716645489199,0.526048284625159
"209","AM Blignaut (ZIM)",886,102,23,125,408,138,546,0.460496613995485,0.155756207674944,0.616252821670429
"210","AM de Silva (SL)",10,1,0,1,4,0,4,0.4,0,0.4
"211","AM Matheson (NZ)",7,0,0,0,0,0,0,0,0,0
"212","AM Miller (ENG)",24,0,0,0,0,0,0,0,0,0
"213","AM Moir (NZ)",327,17,2,19,68,12,80,0.207951070336391,0.036697247706422,0.244648318042813
"214","AM Pai (INDIA)",10,2,0,2,8,0,8,0.8,0,0.8
"215","AM Rahane (INDIA)",3113,354,23,377,1416,138,1554,0.454866688082236,0.0443302280758111,0.499196916158047
"216","AM Smith (ENG)",4,1,0,1,4,0,4,1,0,1
"217","AMB Rowan (SA)",290,2,1,3,8,6,14,0.0275862068965517,0.0206896551724138,0.0482758620689655
"218","AME Roberts (WI)",762,54,22,76,216,132,348,0.283464566929134,0.173228346456693,0.456692913385827
"219","Aminul Islam (BDESH)",530,50,0,50,200,0,200,0.377358490566038,0,0.377358490566038
"220","Amir Elahi (INDIA)",17,2,0,2,8,0,8,0.470588235294118,0,0.470588235294118
"221","Amir Elahi (PAK)",65,0,0,0,0,0,0,0,0,0
"222","AMJ Hilditch (AUS)",1073,103,4,107,412,24,436,0.383970177073625,0.0223671947809879,0.406337371854613
"223","AMJG Amerasinghe (SL)",54,8,0,8,32,0,32,0.592592592592593,0,0.592592592592593
"224","AN Connolly (AUS)",260,17,8,25,68,48,116,0.261538461538462,0.184615384615385,0.446153846153846
"225","AN Cook (ENG)",12325,1428,11,1439,5712,66,5778,0.463448275862069,0.00535496957403651,0.468803245436105
"226","AN Hornby (ENG)",21,1,0,1,4,0,4,0.19047619047619,0,0.19047619047619
"227","AN Petersen (SA)",2093,256,12,268,1024,72,1096,0.489249880554228,0.0344003822264692,0.523650262780698
"228","AN Ranasinghe (SL)",88,1,0,1,4,0,4,0.0454545454545455,0,0.0454545454545455
"229","Anamul Haque (BDESH)",73,8,0,8,32,0,32,0.438356164383562,0,0.438356164383562
"230","Anil Dalpat (PAK)",167,20,0,20,80,0,80,0.479041916167665,0,0.479041916167665
"231","Anwar Hossain (BDESH)",14,2,0,2,8,0,8,0.571428571428571,0,0.571428571428571
"232","Anwar Hossain Monir (BDESH)",22,2,0,2,8,0,8,0.363636363636364,0,0.363636363636364
"233","Anwar Hussain (PAK)",42,0,0,0,0,0,0,0,0,0
"234","Anwar Khan (PAK)",15,0,1,1,0,6,6,0,0.4,0.4
"235","AO Jones (ENG)",291,7,0,7,28,0,28,0.0962199312714777,0,0.0962199312714777
"236","AO Malhotra (INDIA)",226,18,0,18,72,0,72,0.31858407079646,0,0.31858407079646
"237","AP Binns (WI)",64,0,0,0,0,0,0,0,0,0
"238","AP Freeman (ENG)",154,10,0,10,40,0,40,0.25974025974026,0,0.25974025974026
"239","AP Gurusinha (SL)",2406,244,11,255,976,66,1042,0.405652535328346,0.027431421446384,0.43308395677473
"240","AP Igglesden (ENG)",6,0,0,0,0,0,0,0,0,0
"241","AP Kuiper (SA)",34,4,0,4,16,0,16,0.470588235294118,0,0.470588235294118
"242","AP Lucas (ENG)",157,7,0,7,28,0,28,0.178343949044586,0,0.178343949044586
"243","AP Marr (AUS)",5,1,0,1,4,0,4,0.8,0,0.8
"244","AP Sheahan (AUS)",1594,156,2,158,624,12,636,0.391468005018821,0.00752823086574655,0.398996235884567
"245","AP Wells (ENG)",3,0,0,0,0,0,0,0,0,0
"246","APE Knott (ENG)",4389,491,6,497,1964,36,2000,0.447482342219184,0.00820232399179768,0.455684666210982
"247","APF Chapman (ENG)",925,73,12,85,292,72,364,0.315675675675676,0.0778378378378378,0.393513513513513
"248","AR Adams (NZ)",18,3,0,3,12,0,12,0.666666666666667,0,0.666666666666667
"249","AR Bhat (INDIA)",6,0,0,0,0,0,0,0,0,0
"250","AR Border (AUS)",11220,1167,28,1195,4668,168,4836,0.416042780748663,0.0149732620320856,0.431016042780749
"251","AR Butcher (ENG)",34,3,0,3,12,0,12,0.352941176470588,0,0.352941176470588
"252","AR Caddick (ENG)",861,102,7,109,408,42,450,0.473867595818815,0.0487804878048781,0.522648083623693
"253","AR Dell (AUS)",6,0,0,0,0,0,0,0,0,0
"254","AR Gover (ENG)",2,0,0,0,0,0,0,0,0,0
"255","AR Kapoor (INDIA)",97,8,2,10,32,12,44,0.329896907216495,0.123711340206186,0.45360824742268
"256","AR Lewis (ENG)",457,51,1,52,204,6,210,0.446389496717724,0.0131291028446389,0.459518599562363
"257","AR MacGibbon (NZ)",814,72,4,76,288,24,312,0.353808353808354,0.0294840294840295,0.383292383292383
"258","AR Morris (AUS)",3533,301,10,311,1204,60,1264,0.340786866685536,0.0169827342202095,0.357769600905746
"259","AR Richards (SA)",6,0,0,0,0,0,0,0,0,0
"260","AR Whittall (ZIM)",114,12,0,12,48,0,48,0.421052631578947,0,0.421052631578947
"261","ARA Murray (SA)",289,23,0,23,92,0,92,0.318339100346021,0,0.318339100346021
"262","ARC Fraser (ENG)",388,33,2,35,132,12,144,0.34020618556701,0.0309278350515464,0.371134020618557
"263","Arif Butt (PAK)",59,0,0,0,0,0,0,0,0,0
"264","ARS Silva (SL)",461,42,2,44,168,12,180,0.364425162689805,0.0260303687635575,0.390455531453362
"265","Arshad Ayub (INDIA)",257,25,0,25,100,0,100,0.389105058365759,0,0.389105058365759
"266","Arshad Khan (PAK)",31,3,0,3,12,0,12,0.387096774193548,0,0.387096774193548
"267","AS Jaggernauth (WI)",0,0,0,0,0,0,0,NA,NA,NA
"268","AS Joseph (WI)",41,6,0,6,24,0,24,0.585365853658537,0,0.585365853658537
"269","AS Kennedy (ENG)",93,0,0,0,0,0,0,0,0,0
"270","AS Wassan (INDIA)",94,9,0,9,36,0,36,0.382978723404255,0,0.382978723404255
"271","ASA Perera (SL)",77,12,1,13,48,6,54,0.623376623376623,0.0779220779220779,0.701298701298701
"272","Asad Shafiq (PAK)",3768,411,25,436,1644,150,1794,0.436305732484076,0.0398089171974522,0.476114649681529
"273","Asghar Afghan (AFG)",36,6,1,7,24,6,30,0.666666666666667,0.166666666666667,0.833333333333333
"274","Ashfaq Ahmed (PAK)",1,0,0,0,0,0,0,0,0,0
"275","Ashraf Ali (PAK)",229,21,0,21,84,0,84,0.366812227074236,0,0.366812227074236
"276","Asif Iqbal (PAK)",3575,350,17,367,1400,102,1502,0.391608391608392,0.0285314685314685,0.42013986013986
"277","Asif Masood (PAK)",93,4,1,5,16,6,22,0.172043010752688,0.0645161290322581,0.236559139784946
"278","Asif Mujtaba (PAK)",928,107,0,107,428,0,428,0.461206896551724,0,0.461206896551724
"279","Asim Kamal (PAK)",717,104,6,110,416,36,452,0.580195258019526,0.0502092050209205,0.630404463040446
"280","ASM Oakman (ENG)",14,1,0,1,4,0,4,0.285714285714286,0,0.285714285714286
"281","AT Roberts (WI)",28,0,0,0,0,0,0,0,0,0
"282","Ata-ur-Rehman (PAK)",76,8,1,9,32,6,38,0.421052631578947,0.0789473684210526,0.5
"283","Atif Rauf (PAK)",25,2,0,2,8,0,8,0.32,0,0.32
"284","Atiq-uz-Zaman (PAK)",26,3,0,3,12,0,12,0.461538461538462,0,0.461538461538462
"285","ATW Grout (AUS)",890,51,0,51,204,0,204,0.229213483146067,0,0.229213483146067
"286","AU Rashid (ENG)",383,45,1,46,180,6,186,0.469973890339426,0.0156657963446475,0.485639686684073
"287","AV Bedser (ENG)",714,49,6,55,196,36,232,0.274509803921569,0.0504201680672269,0.324929971988796
"288","AV Mankad (INDIA)",991,63,0,63,252,0,252,0.254288597376387,0,0.254288597376387
"289","AW Briscoe (SA)",33,0,0,0,0,0,0,0,0,0
"290","AW Carr (ENG)",237,0,0,0,0,0,0,0,0,0
"291","AW Greig (ENG)",3599,437,19,456,1748,114,1862,0.485690469574882,0.0316754654070575,0.517365934981939
"292","AW Mold (ENG)",0,0,0,0,0,0,0,NA,NA,NA
